DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:11 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:29 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:22:29 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:23:26 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Object reference not set to an instance of an object.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:24:55 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:19 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:19 PM; ROUTE: api/CCIEdits/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:19 PM; ROUTE: api/MPFS/{CPTCode}/GlobalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:20 PM; ROUTE: api/MPFS/{CPTCode}/ProfessionalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:25 PM; ROUTE: api/MPFS/{CPTCode}/TechnicalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:25 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:25 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:25 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:47 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:48 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:28:48 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:29:01 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:01 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:02 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:13 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:14 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:14 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:48 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:29:52 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:30:19 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1; EXCEPTION: Input string was not in a correct format.; INNER EXCEPTION: 
DATETIME: 12/18/2017 2:58:19 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:58:25 PM; ROUTE: api/MPFS/Count; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:59:35 PM; ROUTE: api/MPFS/PageRecords; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 2:59:37 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:14 PM; ROUTE: api/MPFS/{CPTCode}/Search; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:22 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:23 PM; ROUTE: api/MPFS/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:23 PM; ROUTE: api/GPCI; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:23 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:23 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:23 PM; ROUTE: api/CCIEdits/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:25 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:28 PM; ROUTE: api/MPFS/{CPTCode}/TechnicalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:28 PM; ROUTE: api/MPFS/{CPTCode}/ProfessionalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:52 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:01:55 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:17 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:24 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:44 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:44 PM; ROUTE: api/MPFS/Count; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:44 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:46 PM; ROUTE: api/MPFS/PageRecords; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:51 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:51 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:52 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:10:53 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:30 PM; ROUTE: api/MPFS/{CPTCode}/Search; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:36 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:36 PM; ROUTE: api/MPFS/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:42 PM; ROUTE: api/GPCI; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:42 PM; ROUTE: api/CCIEdits/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:43 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:43 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:49 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:49 PM; ROUTE: api/MPFS/{CPTCode}/GlobalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:49 PM; ROUTE: api/MPFS/{CPTCode}/ProfessionalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:49 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:11:51 PM; ROUTE: api/MPFS/{CPTCode}/TechnicalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:11 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:11 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:12 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:23 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:23 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:23 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:27 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:27 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:28 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:31 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:32 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:32 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:36 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:36 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:36 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:39 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:39 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:39 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:42 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:42 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:12:42 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:55 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:55 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:56 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:56 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:57 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:44:57 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:00 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:03 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:05 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:05 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:06 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:07 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:21 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:21 PM; ROUTE: api/MPFS/Count; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:21 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:22 PM; ROUTE: api/MPFS/PageRecords; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:22 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:22 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:23 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:23 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:36 PM; ROUTE: api/MPFS/{CPTCode}/Search; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/MPFS/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/CCIEdits/{CPTCode}/CPT; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:42 PM; ROUTE: api/MUEInformation/{CPTCode}/CPT/; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:43 PM; ROUTE: api/MPFS/{CPTCode}/GlobalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:43 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:43 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:43 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:43 PM; ROUTE: api/MPFS/{CPTCode}/TechnicalRVUCalculation; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:47 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:47 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:47 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:50 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:50 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:50 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:53 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:53 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:53 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:56 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:56 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:45:56 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:46:02 PM; ROUTE: api/MPFS/GlobalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:46:02 PM; ROUTE: api/MPFS/ProfessionalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:46:02 PM; ROUTE: api/MPFS/TechnicalPaymentRate; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:08 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:08 PM; ROUTE: api/GPCI; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:12 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:14 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:14 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:15 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:15 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:15 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:16 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:21 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:21 PM; ROUTE: api/MPFS/Count; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:22 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:23 PM; ROUTE: api/MPFS/PageRecords; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:23 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:24 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:24 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:24 PM; ROUTE: api/Payments/{UserId}/CheckSubscription; METHOD: POST; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:32 PM; ROUTE: api/MPFS/{CPTCode}/Search; METHOD: GET; IP_ADDRESS: ::1
DATETIME: 12/18/2017 3:50:35 PM; ROUTE: api/Validator; METHOD: GET; IP_ADDRESS: ::1
